CEP;UF;CIDADE;BAIRRO;LOGRADOURO
93548420;RS;Novo Hamburgo;Mauá;Rua Araruama
93548430;RS;Novo Hamburgo;Mauá;Rua Campos Salles
93548440;RS;Novo Hamburgo;Mauá;Rua Orestes Travi
93548450;RS;Novo Hamburgo;Mauá;Rua Carajá
93548460;RS;Novo Hamburgo;Mauá;Rua Ilmo Alfredo Pletsch
93548470;RS;Novo Hamburgo;Mauá;Rua Júlio Luiz Steigleder
93548475;RS;Novo Hamburgo;Mauá;Rua Maria Ivete de Almeida Thomas
93548480;RS;Novo Hamburgo;Mauá;Rua Oscar Ludwig
93548490;RS;Novo Hamburgo;Mauá;Rua Bruno Mário Campani
93548500;RS;Novo Hamburgo;Mauá;Rua Carijós
93548510;RS;Novo Hamburgo;Mauá;Rua Cariri
93548520;RS;Novo Hamburgo;Mauá;Rua Caiapó
93548530;RS;Novo Hamburgo;Mauá;Rua Arapuã
93548540;RS;Novo Hamburgo;Mauá;Rua Cairu
93548550;RS;Novo Hamburgo;Mauá;Rua Curupaiti
93548560;RS;Novo Hamburgo;Mauá;Praça Chavantes
93548570;RS;Novo Hamburgo;Mauá;Praça Edwin Becker
93548580;RS;Novo Hamburgo;Mauá;Praça Gentil Escobar Pereira
93548590;RS;Novo Hamburgo;Canudos;Praça Irmão José Otão
93548600;RS;Novo Hamburgo;Mauá;Parque Engenheiro Manasses Drago Goulart
93548640;RS;Novo Hamburgo;Hamburgo Velho;Praça da Matriz
93548650;RS;Novo Hamburgo;Mauá;Rua Soledade
93548651;RS;Novo Hamburgo;Mauá;Rua Núcleo Habitacional Mundo Novo
93548652;RS;Novo Hamburgo;Mauá;Rua Vogel
94010000;RS;Gravataí;Centro;Avenida José Loureiro da Silva
94010001;RS;Gravataí;Centro;Avenida José Loureiro da Silva
94010010;RS;Gravataí;Centro;Rua Anápio Gomes
94010011;RS;Gravataí;Centro;Rua Anápio Gomes
94010020;RS;Gravataí;Centro;Rua Doutor Luiz Bastos do Prado
94010021;RS;Gravataí;Centro;Rua Doutor Luiz Bastos do Prado
94010030;RS;Gravataí;Centro;Rua Coronel Sarmento
94010031;RS;Gravataí;Centro;Rua Coronel Sarmento
94010032;RS;Gravataí;Centro;Rua Padre Morais Sarmento
94010040;RS;Gravataí;Centro;Rua Reinaldo Dutra
94010050;RS;Gravataí;Centro;Avenida Centenário
94010051;RS;Gravataí;Centro;Rua Teodolino Costa
94010060;RS;Gravataí;Centro;Rua Timóteo Fonseca
94010062;RS;Gravataí;Centro;Rua Cássio Gomes
94010064;RS;Gravataí;Centro;Rua Amélia Gomes
94010070;RS;Gravataí;Centro;Rua Prefeito Victor Hugo Ludwig
94010075;RS;Gravataí;Centro;Rua Tenente-Coronel André de Moraes Sarmento
94010080;RS;Gravataí;Centro;Rua Engenheiro José M. Vianna
94010090;RS;Gravataí;Centro;Rua Carlos Wilkens
94010100;RS;Gravataí;Centro;Rua Dejalmo dos Santos
94010110;RS;Gravataí;Centro;Rua Pedro Monteiro Ramos
94010120;RS;Gravataí;Centro;Rua Eufrásio Nunes
94010130;RS;Gravataí;Centro;Rua Nossa Senhora dos Anjos
94010140;RS;Gravataí;Centro;Rua Bernardino de Oliveira Fonseca
94010150;RS;Gravataí;Centro;Rua Ernesto Fonseca
94010160;RS;Gravataí;Centro;Rua Cônego Pedro Wagner
94010170;RS;Gravataí;Centro;Rua Osvaldo Aranha
94010180;RS;Gravataí;Centro;Rua Prefeito Ary Tubbs
94010190;RS;Gravataí;Centro;Rua Coronel Fonseca
94010200;RS;Gravataí;Centro;Rua Adolfo Inácio de Barcelos
94010204;RS;Gravataí;Centro;Acesso Dario Soares de Vargas
94010210;RS;Gravataí;Centro;Rua José Costa de Medeiros
94010220;RS;Gravataí;Centro;Rua Balduíno
94010230;RS;Gravataí;Centro;Rua Amélia Fonseca
94010240;RS;Gravataí;Centro;Rua Manoel R. da Fonseca
94010250;RS;Gravataí;Centro;Rua Rubem Berta
94010260;RS;Gravataí;Centro;Rua Mariante
94010270;RS;Gravataí;Centro;Rua Angélica Simões Fonseca
94010271;RS;Gravataí;Centro;Rua Rui Fonseca
94010280;RS;Gravataí;Centro;Rua Osório R. Correa
94010290;RS;Gravataí;Centro;Rua Adib Teixeira Chedid
94010291;RS;Gravataí;Centro;Rua Bernardino Fonseca
94010300;RS;Gravataí;Centro;Rua Santos Dumont
94010301;RS;Gravataí;Centro;Rua Hélio Barcelos
94010310;RS;Gravataí;Centro;Rua Venâncio Aires
94010320;RS;Gravataí;Centro;Rua Mário Sarmento
94010330;RS;Gravataí;Centro;Rua Voluntários da Pátria
94010340;RS;Gravataí;Centro;Rua Antônio Francisco Fonseca
94010350;RS;Gravataí;Centro;Rua Major Ismael Alves
94010360;RS;Gravataí;Orico;Rua Maria B. Oliveira
94010370;RS;Gravataí;Centro;Travessa Otávio Chiavaro
94010380;RS;Gravataí;Orico;Rua B
94010390;RS;Gravataí;Orico;Rua D
94010400;RS;Gravataí;Orico;Rua Lino Estácio dos Santos
94010401;RS;Gravataí;Centro;Rua Raimundo Loff
94010410;RS;Gravataí;Orico;Rua Machadinho
94010420;RS;Gravataí;Orico;Rua João XXIII
94010421;RS;Gravataí;Orico;Rua Talita de Oliveira
94010430;RS;Gravataí;Orico;Rua Pio XII
94010440;RS;Gravataí;Orico;Rua Primeiro de Abril
94010450;RS;Gravataí;Orico;Rua Castilhos Barcelos
94010460;RS;Gravataí;Orico;Rua Paulo César Basc de Oliveira
94010470;RS;Gravataí;Orico;Rua Izalino Batista de Oliveira
94010475;RS;Gravataí;Orico;Rua Florência Alves Lopes
